,Foundation,1stFlrSF,KitchenQual,Fireplaces,HeatingQC,FullBath,BsmtQual,OpenPorchSF,GarageYrBlt,ExterQual,OverallQual,BsmtFinType1,YearBuilt,GarageArea,TotRmsAbvGrd,GarageCars,GrLivArea,YearRemodAdd,LotFrontage,Fence,SalePrice
430,CBlock,483,TA,0,TA,1,TA,0,1971.0,TA,6,ALQ,1971,264,4,1,987,1971,21.0,,85400
431,BrkTil,1088,TA,0,Gd,1,TA,98,,TA,6,Unf,1920,0,7,0,1198,1998,60.0,MnPrv,79900
432,CBlock,765,TA,0,Ex,1,TA,36,1971.0,TA,5,ALQ,1971,440,6,2,1365,1971,24.0,,122500
433,PConc,926,TA,1,Ex,2,Gd,36,1997.0,TA,6,Unf,1997,470,7,2,1604,1998,100.0,,181000
434,CBlock,630,TA,0,Gd,1,Gd,0,,TA,4,ALQ,1972,0,3,0,630,1972,21.0,,81000
435,PConc,827,Gd,1,Ex,2,Gd,61,1996.0,Gd,7,GLQ,1996,550,6,2,1661,1996,43.0,,212000
436,BrkTil,734,TA,0,TA,1,Fa,0,1990.0,TA,6,Unf,1920,440,6,2,1118,1950,40.0,,116000
437,PConc,904,TA,0,Gd,1,TA,0,1926.0,Gd,6,Unf,1926,180,4,1,904,2004,50.0,,119000
438,PConc,694,Gd,1,TA,1,TA,0,1990.0,TA,5,LwQ,1913,352,4,1,694,2002,40.0,MnPrv,90350
439,BrkTil,684,Gd,0,Gd,1,TA,46,2005.0,TA,6,Unf,1920,528,7,2,1196,2000,67.0,GdPrv,110000
440,PConc,2402,Ex,2,Ex,2,Ex,72,2008.0,Ex,10,GLQ,2008,672,10,3,2402,2008,105.0,,555000
441,CBlock,1440,Fa,0,TA,2,TA,0,,TA,4,ALQ,1955,0,8,0,1440,1955,92.0,,118000
442,PConc,1128,TA,1,TA,2,TA,0,1930.0,TA,5,Unf,1930,360,8,2,1573,1992,52.0,,162900
443,PConc,1258,Gd,1,Ex,2,Ex,16,2007.0,Gd,7,Unf,2006,648,6,3,1258,2007,53.0,,172500
444,PConc,933,Gd,1,Ex,2,Gd,133,1994.0,Gd,7,GLQ,1994,493,8,2,1908,1995,70.0,,210000
445,CBlock,1689,TA,1,Fa,1,TA,0,1956.0,TA,6,Unf,1956,480,7,2,1689,1956,73.0,MnPrv,127500
446,CBlock,1888,Gd,1,Ex,2,TA,0,1966.0,Gd,6,ALQ,1966,578,6,2,1888,2002,137.0,,190000
447,PConc,956,Gd,1,Gd,2,Gd,0,1998.0,Gd,7,Unf,1998,431,10,2,1886,1999,,,199900
448,BrkTil,780,TA,1,TA,2,TA,0,1937.0,TA,6,Unf,1937,198,7,1,1376,1950,50.0,,119500
449,CBlock,679,TA,0,Ex,1,TA,176,1981.0,TA,3,ALQ,1948,308,6,1,1183,2002,50.0,,120000
450,BrkTil,813,Gd,0,Ex,1,TA,113,1932.0,TA,6,Unf,1930,270,5,1,813,2005,70.0,,110000
451,CBlock,1533,Gd,2,TA,2,Gd,54,1975.0,TA,7,ALQ,1975,576,5,2,1533,1975,62.0,,280000
452,PConc,888,TA,0,Ex,2,Ex,122,1996.0,Gd,6,ALQ,1996,422,7,2,1756,1997,,,204000
453,PConc,786,Gd,0,Ex,2,Gd,30,2008.0,Gd,8,Unf,2008,676,6,2,1590,2008,75.0,,210000
454,CBlock,1728,TA,0,TA,2,TA,0,1976.0,TA,5,ALQ,1976,560,8,2,1728,1976,63.0,,188000
455,CBlock,1242,TA,1,Fa,1,TA,0,1973.0,TA,7,ALQ,1973,528,6,2,1242,1973,80.0,,175500
456,BrkTil,624,TA,0,Fa,1,TA,0,1916.0,TA,5,Unf,1916,513,7,3,1344,1950,34.0,,98000
457,CBlock,1663,Gd,2,Ex,1,Gd,137,1954.0,TA,4,BLQ,1954,529,6,2,1663,1994,,,256000
458,PConc,833,Gd,1,Fa,1,TA,63,1925.0,TA,8,Unf,1925,228,7,1,1666,1996,,MnPrv,161000
459,CBlock,979,Gd,1,TA,1,TA,0,1950.0,TA,5,LwQ,1950,352,5,1,1203,1950,,,110000
460,PConc,832,TA,0,Ex,2,Gd,150,2009.0,Gd,8,GLQ,2009,552,8,2,1935,2009,75.0,,263435
461,PConc,575,Gd,0,Ex,1,Gd,0,1971.0,Gd,7,ALQ,1936,576,6,2,1135,2007,60.0,MnPrv,155000
462,CBlock,864,TA,1,Gd,1,TA,0,1965.0,TA,5,Rec,1965,360,5,1,864,1965,60.0,GdWo,62383
463,CBlock,849,TA,1,Fa,1,TA,0,1939.0,TA,6,LwQ,1934,240,6,1,1660,1995,74.0,,188700
464,CBlock,1040,TA,0,TA,2,Gd,0,,TA,5,Rec,1978,0,5,0,1040,1978,60.0,,124000
465,PConc,1414,Gd,1,Ex,2,Gd,20,2004.0,Gd,7,Unf,2004,398,6,2,1414,2004,,,178740
466,CBlock,1277,TA,1,TA,1,TA,0,1970.0,TA,7,GLQ,1970,526,5,2,1277,1970,85.0,GdWo,167000
467,CBlock,888,Gd,2,Ex,1,TA,0,1942.0,TA,5,LwQ,1942,312,7,1,1644,1995,79.0,,146500
468,PConc,1634,Gd,1,Ex,2,Gd,44,2006.0,Gd,8,Unf,2006,866,7,3,1634,2006,98.0,,250000
469,PConc,832,Gd,0,Ex,2,Gd,70,1993.0,Gd,6,GLQ,1993,506,7,2,1710,1993,76.0,,187000
470,PConc,1502,Gd,0,TA,1,Gd,54,1985.0,Gd,8,GLQ,1985,528,4,2,1502,1985,,,212000
471,CBlock,1161,TA,1,TA,2,Gd,0,1977.0,TA,7,Unf,1977,534,8,2,1969,1977,92.0,,190000
472,PConc,1072,TA,0,Ex,1,Gd,28,2005.0,TA,6,GLQ,2005,525,5,2,1072,2005,35.0,,148000
473,PConc,1976,Gd,1,Ex,2,Ex,63,2006.0,Gd,8,GLQ,2006,908,7,3,1976,2007,110.0,,440000
474,PConc,1652,Ex,0,Ex,2,Gd,48,2000.0,Gd,8,GLQ,2000,499,6,2,1652,2000,41.0,,251000
475,CBlock,970,TA,0,TA,1,TA,24,1996.0,TA,5,GLQ,1963,624,5,2,970,1963,80.0,,132500
476,PConc,1493,Gd,1,Ex,2,Gd,39,1997.0,TA,6,GLQ,1997,508,7,2,1493,1998,75.0,,208900
477,PConc,2069,Ex,1,Ex,2,Gd,84,2006.0,Ex,9,Unf,2006,694,9,3,2643,2006,105.0,,380000
478,PConc,1718,Gd,1,Ex,2,Ex,44,2007.0,Gd,8,GLQ,2007,826,7,3,1718,2008,79.0,,297000
479,BrkTil,1131,TA,0,TA,1,Fa,72,1995.0,TA,4,Rec,1937,672,7,2,1131,2000,50.0,MnPrv,89471
480,PConc,1850,Gd,1,Ex,2,Ex,112,2004.0,Gd,9,GLQ,2004,772,8,3,1850,2005,98.0,,326000
481,PConc,1792,Ex,1,Ex,2,Ex,49,2003.0,Gd,9,GLQ,2003,874,6,3,1792,2004,72.0,,374000
482,PConc,916,Ex,1,Ex,1,TA,0,1915.0,Gd,7,ALQ,1915,164,7,1,1826,2005,50.0,,155000
483,PConc,1216,TA,0,Ex,2,Ex,125,1998.0,TA,6,GLQ,1998,402,5,2,1216,1998,32.0,,164000
484,CBlock,999,Gd,0,Gd,1,TA,132,1963.0,TA,5,ALQ,1962,264,6,1,999,2001,,,132500
485,CBlock,1113,Gd,1,Gd,1,TA,80,1950.0,Gd,5,ALQ,1950,264,5,1,1113,2007,80.0,,147000
486,CBlock,1073,TA,0,TA,1,TA,0,1965.0,TA,5,ALQ,1965,515,6,2,1073,1965,79.0,,156000
487,CBlock,1484,TA,1,Gd,2,Gd,0,1971.0,TA,5,ALQ,1971,487,7,2,1484,1971,70.0,,175000
488,CBlock,1766,TA,1,TA,2,TA,0,1970.0,TA,5,BLQ,1900,520,10,2,2414,1970,60.0,,160000
489,CBlock,630,Gd,0,TA,1,Gd,0,1970.0,TA,4,GLQ,1970,286,3,1,630,2002,21.0,,86000
490,PConc,616,TA,1,TA,1,Gd,24,1976.0,TA,5,Unf,1976,336,4,1,1304,1976,,,115000
491,CBlock,958,Fa,2,TA,1,TA,0,1941.0,TA,6,BLQ,1941,240,5,1,1578,1950,79.0,MnPrv,133000
492,PConc,728,TA,0,Gd,2,Gd,0,2006.0,Gd,6,Unf,2006,429,8,2,1456,2006,105.0,,172785
493,CBlock,1269,TA,1,TA,1,TA,0,1964.0,TA,5,BLQ,1960,308,6,1,1269,1960,70.0,,155000
494,BrkTil,886,TA,0,Gd,1,Fa,20,1938.0,TA,5,Unf,1938,273,4,1,886,1996,50.0,,91300
495,CBlock,720,TA,0,TA,1,TA,523,,TA,4,Rec,1920,0,4,0,720,1950,60.0,GdWo,34900
496,PConc,3228,Gd,1,Ex,3,Gd,75,1992.0,Gd,8,GLQ,1992,546,10,2,3228,1993,,,430000
497,PConc,1133,TA,0,Ex,2,TA,100,1925.0,TA,7,Rec,1925,240,8,1,1820,1950,60.0,GdPrv,184000
498,PConc,899,Gd,0,Ex,1,TA,0,1967.0,TA,5,ALQ,1967,288,5,1,899,2004,65.0,MnPrv,130000
499,CBlock,912,TA,0,Fa,1,TA,285,1958.0,TA,5,BLQ,1958,297,5,1,912,1985,70.0,MnWw,120000
500,CBlock,672,TA,0,TA,1,TA,28,1973.0,TA,6,BLQ,1973,264,7,1,1218,1973,21.0,,113000
501,PConc,866,Gd,0,Gd,2,Gd,108,2005.0,Gd,7,GLQ,2005,603,7,2,1768,2005,75.0,,226700
502,CBlock,1214,TA,0,Ex,1,TA,0,1965.0,TA,5,ALQ,1965,461,6,2,1214,1965,70.0,GdPrv,140000
503,CBlock,1801,TA,2,TA,2,TA,54,1959.0,TA,7,ALQ,1959,484,6,2,1801,1997,100.0,GdWo,289000
504,CBlock,855,TA,1,TA,2,TA,0,1974.0,TA,6,ALQ,1974,440,6,2,1322,1974,24.0,,147000
505,CBlock,960,TA,0,Gd,2,TA,0,1952.0,TA,5,Unf,1952,400,10,2,1960,1952,60.0,,124500
506,PConc,1065,Gd,1,Ex,2,Gd,81,1993.0,Gd,8,GLQ,1993,471,8,2,1911,1994,80.0,,215000
507,PConc,1218,Gd,0,Ex,2,Gd,102,2009.0,Gd,6,GLQ,2009,676,4,2,1218,2009,75.0,,208300
508,BrkTil,689,Gd,1,Ex,2,TA,0,1928.0,TA,7,Rec,1928,360,7,2,1378,2005,60.0,,161000
509,CBlock,1041,TA,0,Ex,1,TA,88,1959.0,TA,5,ALQ,1959,270,6,1,1041,1959,80.0,MnPrv,124500
510,CBlock,1363,TA,2,Ex,1,TA,42,1951.0,Gd,5,BLQ,1951,288,6,1,1363,2000,75.0,,164900
511,PConc,1368,Gd,1,Ex,2,Gd,35,2005.0,Gd,7,Unf,2005,474,6,2,1368,2006,40.0,,202665
512,CBlock,864,TA,0,TA,1,TA,0,1964.0,TA,5,BLQ,1958,624,5,2,864,1958,70.0,,129900
513,PConc,1080,TA,0,TA,1,TA,0,1983.0,TA,6,ALQ,1983,484,5,2,1080,1983,71.0,,134000
514,BrkTil,789,TA,0,Fa,1,TA,0,1926.0,TA,5,Unf,1926,200,5,1,789,1950,55.0,MnPrv,96500
515,CBlock,2020,Ex,1,Ex,2,Ex,54,2009.0,Ex,10,GLQ,2009,900,9,3,2020,2009,94.0,,402861
516,CBlock,1378,TA,1,TA,2,TA,104,1972.0,TA,6,Unf,1972,583,7,2,2119,1972,,GdPrv,158000
517,PConc,1277,Gd,1,Ex,2,Gd,0,1996.0,Gd,7,Unf,1996,889,7,3,2344,1997,79.0,,265000
518,PConc,882,TA,0,Ex,2,Gd,36,1998.0,TA,6,GLQ,1998,546,7,2,1796,1998,,MnPrv,211000
519,BrkTil,1276,Gd,2,Ex,1,Gd,0,1926.0,Gd,7,Unf,1926,282,9,1,2080,2004,53.0,MnPrv,234000
520,BrkTil,694,TA,0,TA,2,,114,,TA,4,,1900,0,7,0,1294,2000,60.0,,106250
521,CBlock,1244,TA,2,Ex,1,TA,40,1957.0,TA,6,Rec,1957,336,6,1,1244,1957,90.0,,150000
522,CBlock,1004,TA,2,Ex,2,TA,24,1950.0,TA,6,ALQ,1947,420,7,2,1664,1950,50.0,,159000
523,PConc,3138,Ex,1,Ex,3,Ex,406,2007.0,Ex,10,GLQ,2007,884,11,3,4676,2008,130.0,,184750
524,PConc,1383,Gd,1,Ex,2,Gd,60,1996.0,Gd,7,GLQ,1996,834,8,3,2398,1997,95.0,,315750
525,PConc,1266,Gd,1,Ex,2,Gd,144,2005.0,Gd,7,Unf,2005,453,6,2,1266,2005,62.0,,176000
526,CBlock,928,TA,0,TA,1,Gd,0,1956.0,TA,5,Rec,1956,252,4,1,928,2000,70.0,,132000
527,PConc,1476,Ex,1,Ex,2,Ex,66,2008.0,Ex,9,GLQ,2008,858,11,3,2713,2008,67.0,,446261
528,BrkTil,605,TA,0,Ex,1,TA,0,,TA,4,ALQ,1920,0,5,0,605,2002,58.0,,86000
529,PConc,2515,TA,2,TA,3,TA,0,1975.0,Gd,6,Rec,1957,484,9,2,2515,1975,,,200624
530,CBlock,1509,Gd,1,Ex,2,Gd,0,1988.0,Gd,6,GLQ,1988,600,5,2,1509,1989,85.0,,175000
531,BrkTil,751,TA,0,Ex,2,Fa,0,1920.0,TA,6,Unf,1920,502,6,2,1362,1999,60.0,,128000
532,Slab,827,TA,1,Ex,1,,0,1967.0,TA,5,,1955,392,5,1,827,2007,60.0,,107500
533,Slab,334,Fa,0,Fa,1,,0,,Fa,1,,1946,0,2,0,334,1950,50.0,,39300
534,PConc,707,Gd,1,Ex,2,Ex,35,2004.0,Gd,8,Unf,2004,403,6,2,1414,2004,74.0,,178000
535,CBlock,820,TA,0,TA,1,Gd,0,,TA,5,GLQ,1910,0,5,0,1347,1991,70.0,,107500
536,PConc,880,Gd,0,Ex,2,Gd,155,1998.0,TA,7,Unf,1998,527,8,2,1724,1999,57.0,,188000
537,CBlock,864,TA,0,TA,1,TA,0,1980.0,TA,4,BLQ,1972,576,5,2,864,1972,,MnWw,111250
538,CBlock,1159,TA,1,TA,1,TA,0,1968.0,TA,5,BLQ,1968,336,7,1,1159,1968,,,158000
539,PConc,1601,Gd,1,Ex,2,Gd,0,2001.0,Gd,8,GLQ,2001,670,6,2,1601,2002,,MnPrv,272000
540,PConc,1838,Ex,1,Ex,2,Ex,68,2006.0,Ex,9,GLQ,2006,765,8,3,1838,2006,85.0,,315000
541,PConc,997,Gd,1,Ex,2,Gd,56,2000.0,Gd,8,Unf,2000,648,8,3,2285,2000,,,248000
542,PConc,1680,Gd,1,Ex,2,Ex,73,1998.0,Gd,7,LwQ,1998,583,7,2,1680,1999,78.0,,213250
543,PConc,767,TA,0,Ex,1,Gd,40,1998.0,TA,7,GLQ,1998,367,4,1,767,1998,34.0,,133000
544,PConc,664,Gd,1,Ex,2,Gd,24,2006.0,Gd,7,GLQ,2006,426,7,2,1496,2006,58.0,,179665
545,PConc,1377,Gd,0,Gd,2,Gd,0,1988.0,Gd,7,GLQ,1988,786,9,3,2183,1988,,,229000
546,BrkTil,915,TA,1,Ex,1,Gd,38,1950.0,TA,6,Rec,1923,440,6,2,1635,1950,70.0,,210000
547,CBlock,768,TA,0,Ex,1,Gd,0,1987.0,TA,5,ALQ,1970,624,5,2,768,1970,54.0,,129500
548,CBlock,825,TA,0,TA,1,TA,50,1963.0,TA,5,LwQ,1955,720,4,2,825,1995,49.0,MnPrv,125000
549,PConc,912,Gd,1,Ex,2,Gd,182,2003.0,Gd,7,Unf,2003,615,8,2,2094,2004,75.0,,263000
550,CBlock,1069,TA,0,TA,2,Gd,55,1977.0,TA,6,ALQ,1977,440,4,2,1069,1977,53.0,,140000
551,CBlock,928,TA,0,Gd,1,TA,0,1957.0,TA,5,Rec,1957,288,5,1,928,1957,50.0,,112500
552,PConc,1717,Gd,1,Ex,2,Ex,39,2006.0,Gd,8,Unf,2006,908,7,3,1717,2006,87.0,,255500
553,CBlock,1126,Gd,0,Ex,2,,96,2002.0,TA,4,,1949,520,5,2,1126,2003,67.0,MnPrv,108000
554,PConc,1006,Gd,1,Ex,2,Gd,62,2003.0,Gd,7,GLQ,2003,871,8,3,2046,2004,85.0,,284000
555,BrkTil,1048,TA,1,TA,1,TA,0,1922.0,TA,5,Unf,1922,280,5,1,1048,1950,58.0,,113000
556,CBlock,1092,TA,1,TA,1,TA,0,1957.0,TA,5,Rec,1957,299,6,1,1092,1957,69.0,MnWw,141000
557,CBlock,897,TA,0,Gd,1,TA,47,1994.0,TA,4,Rec,1920,570,7,1,1336,1950,60.0,,108000
558,PConc,729,TA,1,Ex,2,Gd,22,1996.0,TA,7,GLQ,1996,406,6,2,1446,1997,57.0,,175000
559,PConc,1557,Gd,1,Ex,2,Gd,20,2003.0,Gd,7,Unf,2003,420,7,2,1557,2004,,,234000
560,CBlock,1392,TA,1,TA,1,Gd,0,1957.0,TA,5,ALQ,1957,528,5,2,1392,1996,,,121500
561,CBlock,1389,TA,1,Gd,1,Gd,38,1975.0,TA,5,ALQ,1974,418,6,2,1389,1975,77.0,,170000
562,CBlock,996,TA,1,Ex,1,TA,0,,TA,5,BLQ,1940,0,6,0,996,1969,63.0,,108000
563,BrkTil,1163,TA,1,Ex,2,Gd,36,1955.0,TA,6,Unf,1918,396,8,2,1674,1950,66.0,,185000
564,PConc,1166,Gd,1,Ex,2,Gd,40,1992.0,Gd,7,GLQ,1992,590,9,2,2295,2000,,,268000
565,PConc,841,Fa,0,TA,1,Gd,66,1920.0,TA,6,Unf,1915,216,6,1,1647,1950,66.0,,128000
566,PConc,1134,Ex,1,Ex,2,Gd,39,2005.0,Gd,9,Unf,2005,656,11,3,2504,2007,77.0,,325000
567,PConc,1535,Gd,0,Ex,2,Gd,0,2004.0,Gd,7,GLQ,2004,532,7,2,1535,2004,70.0,,214000
568,CBlock,1496,Gd,1,Ex,1,Gd,40,1983.0,Gd,8,GLQ,1983,612,5,2,2132,2009,79.0,,316600
569,CBlock,943,TA,2,TA,1,Gd,0,1979.0,TA,5,GLQ,1979,600,4,2,943,1979,,,135960
570,CBlock,1728,TA,0,TA,2,TA,0,1987.0,TA,5,LwQ,1965,576,10,2,1728,1965,74.0,,142600
571,CBlock,864,Gd,0,Ex,1,TA,0,1959.0,TA,6,BLQ,1959,288,4,1,864,1959,60.0,,120000
572,PConc,846,Gd,0,Gd,2,Ex,114,2009.0,TA,7,Unf,2009,650,6,2,1692,2009,83.0,,224500
573,PConc,774,TA,1,Ex,2,Gd,0,2000.0,TA,7,Unf,2000,400,8,2,1430,2000,76.0,,170000
574,CBlock,576,TA,0,TA,1,TA,0,1971.0,TA,5,ALQ,1971,288,5,1,1109,2005,70.0,GdWo,139000
575,CBlock,832,TA,0,TA,1,TA,0,1947.0,TA,5,Rec,1947,336,6,1,1216,1950,80.0,,118500
576,BrkTil,877,TA,1,Gd,2,TA,50,1928.0,TA,7,Unf,1928,216,6,1,1477,1950,52.0,,145000
577,CBlock,1320,TA,2,Ex,1,TA,68,1966.0,TA,5,LwQ,1966,564,6,2,1320,1966,96.0,,164500
578,PConc,703,Gd,0,Ex,2,Gd,102,2007.0,Gd,7,Unf,2007,540,5,2,1392,2007,34.0,,146000
579,BrkTil,1050,TA,0,Ex,2,TA,0,1954.0,TA,5,Unf,1954,352,7,1,1795,1954,81.0,,131500
580,CBlock,1429,Gd,2,Ex,1,TA,110,1960.0,TA,6,BLQ,1960,572,7,2,1429,1987,,,181900
581,PConc,2042,Ex,1,Ex,2,Ex,90,2009.0,Ex,8,Unf,2008,1390,8,3,2042,2009,98.0,,253293
582,CBlock,816,TA,0,TA,1,Gd,32,,TA,6,GLQ,1990,0,5,0,816,1990,81.0,,118500
583,BrkTil,1521,Gd,1,Gd,3,TA,502,1988.0,Ex,10,Unf,1893,880,9,2,2775,2000,75.0,,325000
584,BrkTil,989,Gd,0,Ex,1,TA,0,1935.0,TA,4,Unf,1935,240,6,1,1573,1995,51.0,,133000
585,PConc,2028,Gd,2,Ex,2,Ex,66,2005.0,Gd,8,GLQ,2005,880,7,3,2028,2006,88.0,,369900
586,BrkTil,838,Fa,0,Ex,1,TA,0,1961.0,TA,6,Rec,1918,275,5,1,838,2000,55.0,MnWw,130000
587,CBlock,860,TA,0,TA,1,TA,0,1996.0,TA,5,ALQ,1982,528,4,2,860,1982,74.0,,137000
588,CBlock,1473,Ex,2,Ex,1,TA,48,1968.0,TA,5,GLQ,1968,452,5,1,1473,2003,65.0,,143000
589,BrkTil,779,TA,0,TA,1,TA,0,1988.0,TA,5,Unf,1930,308,4,1,935,1960,50.0,,79500
590,PConc,770,Gd,0,Ex,2,Gd,45,2004.0,Gd,7,GLQ,2004,520,6,2,1582,2004,64.0,,185900
591,PConc,1728,Ex,1,Ex,2,Ex,274,2008.0,Ex,10,GLQ,2008,842,10,3,2296,2008,97.0,,451950
592,PConc,816,TA,0,Ex,1,TA,0,1985.0,TA,5,GLQ,1982,816,4,2,816,2003,60.0,,138000
593,PConc,848,Gd,0,Ex,1,Gd,0,2003.0,Gd,6,GLQ,2003,420,4,2,848,2003,,,140000
594,CBlock,924,TA,0,TA,1,Gd,0,1981.0,TA,5,Unf,1975,280,5,1,924,1975,88.0,MnPrv,110000
595,PConc,1826,Gd,1,Ex,2,Gd,75,2005.0,Gd,8,GLQ,2005,758,7,3,1826,2006,69.0,,319000
596,CBlock,684,TA,0,Ex,1,TA,158,1930.0,TA,6,Unf,1910,216,7,1,1368,1993,60.0,,114504
597,PConc,1402,Gd,1,Ex,0,Ex,16,2006.0,Gd,7,Unf,2006,648,7,3,1402,2007,53.0,,194201
598,CBlock,1647,Gd,1,Ex,2,Gd,0,1977.0,TA,5,ALQ,1977,621,7,2,1647,1977,80.0,,217500
599,CBlock,716,TA,1,TA,2,Gd,0,1980.0,TA,6,LwQ,1980,452,6,2,1556,1980,24.0,GdPrv,151000
600,PConc,1058,Ex,1,Ex,2,Gd,60,2003.0,Gd,8,GLQ,2005,736,8,2,1904,2005,74.0,,275000
601,PConc,780,Gd,1,TA,1,TA,162,1979.0,TA,6,Unf,1937,544,6,1,1375,1950,50.0,,141000
602,PConc,927,Gd,1,Ex,2,Gd,150,1992.0,Gd,8,GLQ,1992,506,8,2,1915,1992,80.0,,220000
603,PConc,600,Gd,0,Ex,2,Gd,172,2004.0,Gd,7,Unf,2004,480,4,2,1200,2005,30.0,,151000
604,PConc,1494,Gd,1,Ex,2,Gd,36,2002.0,Gd,7,GLQ,2002,530,6,2,1494,2002,88.0,,221000
605,CBlock,1186,TA,3,TA,2,TA,42,1965.0,TA,7,BLQ,1965,486,7,2,1986,1990,85.0,,205000
606,PConc,1040,Gd,0,Gd,1,Gd,0,2000.0,TA,5,GLQ,1996,576,6,2,1040,1996,82.0,GdPrv,152000
607,CBlock,1112,Ex,0,Ex,3,TA,0,1948.0,TA,5,GLQ,1948,230,8,1,2008,2002,78.0,,225000
608,PConc,1940,TA,2,TA,2,Gd,0,1934.0,TA,8,BLQ,1934,380,10,2,3194,1998,78.0,,359100
609,CBlock,1029,TA,0,Gd,1,TA,0,1961.0,TA,4,Rec,1961,261,5,1,1029,1961,61.0,,118500
610,PConc,1476,Ex,2,Ex,2,Ex,142,2000.0,Gd,9,GLQ,2000,736,8,3,2153,2000,,,313000
611,CBlock,1032,TA,1,TA,2,Gd,0,1978.0,TA,6,ALQ,1978,564,6,2,1032,1978,,MnPrv,148000
612,PConc,1299,Ex,1,Ex,2,Gd,122,2001.0,Gd,8,GLQ,2001,531,7,2,1872,2001,,,261500
613,PConc,1120,TA,0,Ex,1,Gd,30,,TA,5,ALQ,2007,0,6,0,1120,2007,70.0,,147000
614,CBlock,630,TA,0,Ex,1,Gd,24,,TA,4,LwQ,1972,0,3,0,630,1972,21.0,,75500
615,PConc,1054,Gd,0,Ex,1,TA,0,1963.0,TA,6,GLQ,1963,480,6,2,1054,1963,80.0,MnPrv,137500
616,PConc,807,Gd,1,Ex,2,Gd,75,2002.0,Gd,6,GLQ,2002,393,7,2,1509,2003,,,183200
617,CBlock,832,Gd,0,Gd,1,TA,0,1962.0,TA,6,Unf,1954,528,4,2,832,1954,59.0,,105500
618,PConc,1828,Gd,1,Ex,2,Ex,108,2007.0,Ex,9,GLQ,2007,774,9,3,1828,2007,90.0,,314813
619,PConc,1482,Gd,2,Ex,2,Gd,0,2003.0,Gd,8,GLQ,2003,749,10,3,2262,2003,85.0,,305000
620,BrkTil,864,TA,0,TA,1,TA,0,,TA,3,BLQ,1914,0,5,0,864,1950,45.0,,67000
621,CBlock,1548,TA,1,TA,2,TA,243,1974.0,TA,6,ALQ,1974,624,9,2,2614,1997,90.0,,240000
622,CBlock,980,TA,0,TA,1,TA,0,1986.0,TA,5,BLQ,1977,484,6,2,980,1977,71.0,,135000
623,PConc,756,Gd,1,Ex,2,Gd,32,2000.0,Gd,6,GLQ,2000,440,4,2,1512,2000,,,168500
624,CBlock,1012,TA,1,Gd,1,TA,0,1972.0,TA,6,Rec,1972,484,8,2,1790,1972,80.0,,165150
625,CBlock,1116,TA,0,TA,1,TA,0,1962.0,TA,6,Unf,1962,440,5,2,1116,1962,87.0,,160000
626,CBlock,1422,TA,1,TA,1,TA,0,1960.0,TA,5,Unf,1960,286,6,1,1422,1978,,GdWo,139900
627,CBlock,1520,TA,2,Ex,1,TA,0,1955.0,TA,6,BLQ,1955,364,7,1,1520,1972,80.0,,153000
628,PConc,1040,Fa,2,TA,1,Gd,0,1969.0,TA,5,Rec,1969,504,9,2,2080,1969,70.0,,135000
629,CBlock,1350,TA,0,TA,1,TA,0,1964.0,TA,6,GLQ,1964,520,6,2,1350,1964,82.0,GdPrv,168500
630,BrkTil,1089,Ex,0,TA,1,Fa,0,1937.0,TA,5,Unf,1880,240,8,1,1750,1991,50.0,MnPrv,124000
631,PConc,1554,Gd,1,Ex,2,Gd,73,2006.0,Gd,8,GLQ,2006,627,6,2,1554,2006,34.0,,209500
632,CBlock,1411,TA,1,TA,2,TA,0,1977.0,TA,7,ALQ,1977,544,6,2,1411,1977,85.0,,82500
633,CBlock,1056,TA,0,TA,1,TA,0,1954.0,TA,5,BLQ,1954,260,6,1,1056,2005,80.0,,139400
634,CBlock,1056,TA,0,Gd,0,TA,56,1980.0,TA,6,GLQ,1980,576,4,2,1056,1980,64.0,GdPrv,144000
635,CBlock,1440,Fa,0,Ex,2,TA,110,,Fa,6,LwQ,1914,0,14,0,3395,1995,60.0,,200000
636,BrkTil,800,Fa,1,Fa,1,TA,0,,Fa,2,Unf,1936,0,4,0,800,1950,51.0,,60000
637,CBlock,811,Gd,0,TA,2,TA,0,1954.0,TA,5,Unf,1954,256,7,1,1387,1954,50.0,,93000
638,CBlock,796,TA,0,Gd,1,Fa,0,,TA,5,Unf,1910,0,4,0,796,1950,67.0,MnPrv,85000
639,PConc,1567,Ex,1,Ex,2,Gd,0,2006.0,Gd,8,GLQ,2006,648,7,3,1567,2006,53.0,,264561
640,PConc,1518,Ex,1,Ex,1,Ex,140,2003.0,Ex,8,GLQ,2003,588,6,2,1518,2004,62.0,,274000
641,PConc,1057,Gd,1,Ex,2,Gd,235,2001.0,Gd,7,GLQ,2001,650,7,2,1929,2001,,,226000
642,CBlock,2000,Ex,3,Gd,2,Gd,111,1972.0,Gd,8,GLQ,1972,538,9,2,2704,1995,75.0,MnPrv,345000
643,CBlock,780,TA,0,Ex,2,TA,0,1969.0,TA,5,Rec,1969,462,7,2,1620,1969,80.0,GdWo,152000
644,PConc,1766,Ex,1,Ex,2,Ex,130,2009.0,Ex,9,GLQ,2009,478,7,3,1766,2009,85.0,,370878
645,CBlock,981,TA,0,TA,1,TA,312,1979.0,TA,6,ALQ,1971,576,5,2,981,1971,,,143250
646,CBlock,1048,TA,0,Gd,1,,27,1950.0,TA,5,,1950,420,7,2,1048,1950,60.0,,98300
